pdb_id,ec_numbers,uniprot_id
2zbk,5.6.2.2,O05208
8put,2.5.1.46,C4KGY0
8tse,3.1.1.117,Q9RLB8
1edg,3.2.1.4,P17901
2vn5,3.2.1.4,P17901
2vn6,3.2.1.4,P17901
7fav,3.6.1.15,O40955
7pvt,2.7.10.2,P63185
2jyq,2.7.10.2,P63185
5ymw,2.7.10.2,P00526
5kza,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
4fw2,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7no3,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7nok,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
3tir,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
6ce5,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7nop,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7ku7,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7no6,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7no0,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7no7,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7nob,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
6cw4,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
5ejk,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
6cus,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7non,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7nom,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7jn3,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
5kzb,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7noi,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7noh,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
6ccj,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
4fw1,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7noa,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
8e14,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7noc,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7nog,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7noj,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7noe,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
5kz9,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7nol,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7kui,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7no5,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7no8,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7nof,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
6cv8,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7noo,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7no1,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7no9,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7nod,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7noq,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
1c0m,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7no2,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
7no4,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
1c1a,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,P03354
1cxu,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1czb,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1cz9,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1asw,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1vse,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1asu,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1vsk,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
3o4q,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1vsh,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1vsi,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1vsj,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1vsf,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1vsd,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1asv,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1cxq,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1a5v,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
3o4n,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1vsm,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1a5x,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1vsl,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1a5w,2.7.7.-;2.7.7.49;2.7.7.7;3.1.-.-;3.1.26.4;3.4.23.-,O92956
1bkl,2.7.10.2,P00524
1spr,2.7.10.2,P00524
1kc2,2.7.10.2,P00524
1nzv,2.7.10.2,P00524
1bkm,2.7.10.2,P00524
1sha,2.7.10.2,P00524
1is0,2.7.10.2,P00524
1sps,2.7.10.2,P00524
1skj,2.7.10.2,P00524
1shb,2.7.10.2,P00524
1nzl,2.7.10.2,P00524
2gu0,3.6.4.-,Q9PY93
2r7p,3.6.4.-,Q03243
2r8f,3.6.4.-,Q03243
4g0a,3.6.4.-,Q03243
1l9v,3.6.4.-,Q03243
9ogq,3.6.4.-,Q03243
2r7c,3.6.4.-,Q03243
4g0j,3.6.4.-,Q03243
2r7j,3.6.4.-,Q03243
6vyv,3.4.21.90,P08491
9eau,3.4.21.90,P08491
7eei,2.7.7.48;3.1.-.-,A2SZS3
6qhg,2.7.7.48;3.1.-.-,A2SZS3
3f9i,1.1.1.100,P50941
3gtd,4.2.1.2,Q9ZCQ4
6joy,2.4.1.18,Q93HU3
7vwx,4.1.1.39,Q2RRP5
8baa,4.1.1.39,Q2RRP5
5hat,4.1.1.39,Q6N0W9
5han,4.1.1.39,Q6N0W9
5hao,4.1.1.39,Q6N0W9
5hjx,4.1.1.39,Q6N0W9
4lf2,4.1.1.39,Q6N0W9
4lf1,4.1.1.39,Q6N0W9
5hk4,4.1.1.39,Q6N0W9
5hjy,4.1.1.39,Q6N0W9
5hql,4.1.1.39,Q6N0W9
5koz,4.1.1.39,Q6N0W9
1bn6,3.8.1.5,P59336
1bn7,3.8.1.5,P59336
1cqw,3.8.1.5,P59336
9r40,3.8.1.5,P0A3G3
3fwh,3.8.1.5,P0A3G3
8b6t,3.8.1.5,P0A3G3
7pcx,3.8.1.5,P0A3G3
7ziv,3.8.1.5,P0A3G3
7ziy,3.8.1.5,P0A3G3
7oo4,3.8.1.5,P0A3G3
7zbb,3.8.1.5,P0A3G3
6zvu,3.8.1.5,P0A3G3
8b6o,3.8.1.5,P0A3G3
5y2y,3.8.1.5,P0A3G3
5y2x,3.8.1.5,P0A3G3
8b6r,3.8.1.5,P0A3G3
4kaf,3.8.1.5,P0A3G3
6zcc,3.8.1.5,P0A3G3
7pcw,3.8.1.5,P0A3G3
8b6q,3.8.1.5,P0A3G3
7wam,3.8.1.5,P0A3G3
7zba,3.8.1.5,P0A3G3
8sw8,3.8.1.5,P0A3G3
6zvx,3.8.1.5,P0A3G3
6zvy,3.8.1.5,P0A3G3
7zbd,3.8.1.5,P0A3G3
9jha,3.8.1.5,P0A3G3
6zvv,3.8.1.5,P0A3G3
4hzg,3.8.1.5,P0A3G3
7zix,3.8.1.5,P0A3G3
7ond,3.8.1.5,P0A3G3
4kac,3.8.1.5,P0A3G3
6y7a,3.8.1.5,P0A3G3
6zvw,3.8.1.5,P0A3G3
7ziz,3.8.1.5,P0A3G3
7zj0,3.8.1.5,P0A3G3
8b6n,3.8.1.5,P0A3G3
8b6p,3.8.1.5,P0A3G3
4kaa,3.8.1.5,P0A3G3
6y7b,3.8.1.5,P0A3G3
4kaj,3.8.1.5,P0A3G3
3g9x,3.8.1.5,P0A3G3
8b6s,3.8.1.5,P0A3G3
7ziw,3.8.1.5,P0A3G3
7wan,3.8.1.5,P0A3G3
4f60,3.8.1.5,P0A3G2
6xt8,3.8.1.5,P0A3G2
3fbw,3.8.1.5,P0A3G2
5vnp,3.8.1.5,P0A3G2
6xtc,3.8.1.5,P0A3G2
7o3o,3.8.1.5,P0A3G2
6ty7,3.8.1.5,P0A3G2
6sp8,3.8.1.5,P0A3G2
7o8b,3.8.1.5,P0A3G2
9hkf,3.8.1.5,P0A3G2
4e46,3.8.1.5,P0A3G2
5flk,3.8.1.5,P0A3G2
6sp5,3.8.1.5,P0A3G2
3rk4,3.8.1.5,P0A3G2
5uxz,3.8.1.5,P0A3G2
4wcv,3.8.1.5,P0A3G2
3sk0,3.8.1.5,P0A3G2
4fwb,3.8.1.5,P0A3G2
2v9z,3.8.1.5,P0A3G2
4f5z,3.8.1.5,P0A3G2
5uy1,3.8.1.5,P0A3G2
5lxe,1.1.98.2,Q0RVH7
2zcf,4.2.1.84,P13448
3x24,4.2.1.84,P13448
3x26,4.2.1.84,P13448
2zph,4.2.1.84,P13448
3a8g,4.2.1.84,P13448
2cz7,4.2.1.84,P13448
3a8m,4.2.1.84,P13448
3x28,4.2.1.84,P13448
2zpi,4.2.1.84,P13448
3a8o,4.2.1.84,P13448
2cz0,4.2.1.84,P13448
2zpg,4.2.1.84,P13448
3wvd,4.2.1.84,P13448
3x20,4.2.1.84,P13448
2cz1,4.2.1.84,P13448
2zpf,4.2.1.84,P13448
2ahj,4.2.1.84,P13448
2qdy,4.2.1.84,P13448
2cyz,4.2.1.84,P13448
2zpb,4.2.1.84,P13448
2zpe,4.2.1.84,P13448
3x25,4.2.1.84,P13448
2d0q,4.2.1.84,P13448
1ahj,4.2.1.84,P13448
2cz6,4.2.1.84,P13448
3a8h,4.2.1.84,P13448
3wve,4.2.1.84,P13448
3a8l,4.2.1.84,P13448
2bwo,2.3.1.37,P18079
2bwn,2.3.1.37,P18079
2bwp,2.3.1.37,P18079
2djm,3.2.1.3,P07683
9k1n,3.2.1.8,W0HJ53
1bol,4.6.1.19,P08056
6qpp,3.1.1.3,P19515
4tgl,3.1.1.3,P19515
6qpr,3.1.1.3,P19515
3tgl,3.1.1.3,P19515
4q2h,5.1.1.8,B9J8G8
9bbo,1.2.1.88,P95629
3v2h,1.1.1.30,O86034
4hgv,4.2.1.2,Q92PB6
4gwb,1.8.4.11,Q92Y45
2qlx,5.1.3.32,Q7BSH1
2qlw,5.1.3.32,Q7BSH1
2k20,3.1.3.-;3.1.3.16;3.1.3.48;3.1.3.67,O54857
4aw2,2.7.11.1,O54874
1slu,3.4.21.4,P00763
3rp2,3.4.21.-,P00770
5fn8,3.1.3.48,P04157
1n8y,2.7.10.1,P06494
1iij,2.7.10.1,P06494
1mo8,7.2.2.13,P06685
1mo7,7.2.2.13,P06685
6hcs,2.7.11.17,P08413
9qb7,3.1.4.11,P10686
1y0m,3.1.4.11,P10686
2fjl,3.1.4.11,P10686
1ywp,3.1.4.11,P10686
1ywo,3.1.4.11,P10686
7z3j,3.1.4.11,P10686
4k44,3.1.4.11,P10686
7t8t,3.1.4.11,P10686
4k45,3.1.4.11,P10686
1cm1,2.7.11.17,P11275
1cm4,2.7.11.17,P11275
1cdm,2.7.11.17,P11275
3ax3,1.2.1.3,P11884
3awr,1.2.1.3,P11884
3ax5,1.2.1.3,P11884
3ax2,1.2.1.3,P11884
2v1t,1.2.1.3,P11884
2v1s,1.2.1.3,P11884
2png,1.1.1.100;1.3.1.39;2.3.1.38;2.3.1.39;2.3.1.41;2.3.1.85;3.1.2.14;4.2.1.59,P12785
5n4l,1.11.1.27;1.11.1.9,P13635
5n0k,1.11.1.27;1.11.1.9,P13635
4xst,2.7.10.1,P15127
5tq1,2.7.10.1,P15127
6ac4,1.17.1.4;1.17.3.2,P22985
6adj,1.17.1.4;1.17.3.2,P22985
4ysw,1.17.1.4;1.17.3.2,P22985
6ad4,1.17.1.4;1.17.3.2,P22985
6ac1,1.17.1.4;1.17.3.2,P22985
4yrw,1.17.1.4;1.17.3.2,P22985
6a7x,1.17.1.4;1.17.3.2,P22985
4yty,1.17.1.4;1.17.3.2,P22985
2e3t,1.17.1.4;1.17.3.2,P22985
6aju,1.17.1.4;1.17.3.2,P22985
6abu,1.17.1.4;1.17.3.2,P22985
1wyg,1.17.1.4;1.17.3.2,P22985
3an1,1.17.1.4;1.17.3.2,P22985
4ytz,1.17.1.4;1.17.3.2,P22985
2eob,3.1.4.11,P24135
2le0,2.4.2.-;2.4.2.30,P27008
3p7l,3.4.24.56,P35559
3p7o,3.4.24.56,P35559
3tuv,3.4.24.56,P35559
1nyu,2.7.11.30,P38444
4eak,2.7.11.1;2.7.11.26;2.7.11.31,P54645
4eal,2.7.11.1;2.7.11.26;2.7.11.31,P54645
7x21,7.2.2.13;7.2.2.19,P54708
7x23,7.2.2.13;7.2.2.19,P54708
8ijm,7.2.2.13;7.2.2.19,P54708
7x20,7.2.2.13;7.2.2.19,P54708
7x22,7.2.2.13;7.2.2.19,P54708
8ijl,7.2.2.13;7.2.2.19,P54708
7x24,7.2.2.13;7.2.2.19,P54708
8qr8,2.7.11.24,P63086
4il1,3.1.3.16,P63329
1u3o,2.7.11.1,P97924
9i1l,2.7.11.1,P97924
2kr9,2.7.11.1,P97924
9hu8,2.7.11.1,P97924
5o33,2.7.11.1,P97924
4mem,3.4.19.12,Q5D006
6j6u,3.1.3.48,Q62656
3ntw,2.3.2.26,Q62671
2rov,2.7.11.39,Q62868
2row,2.7.11.39,Q62868
1rso,2.7.11.1,Q62915
2l7l,2.7.11.17,Q63450
1mxe,2.7.11.17,Q63450
2df6,2.7.11.1,Q64303
4ojk,2.7.11.12,Q64595
2nv5,3.1.3.48,Q64605
7g4j,3.1.4.39;3.1.4.4,Q64610
7g2x,3.1.4.39;3.1.4.4,Q64610
7g7v,3.1.4.39;3.1.4.4,Q64610
1x24,3.1.3.48,Q78EG7
2mx2,3.4.19.12,Q8CF97
3e7k,2.7.11.1,Q925B3
9b13,3.1.4.11,Q99P84
6pmp,3.1.4.11,Q99P84
9ax5,3.1.4.11,Q99P84
7uos,2.7.11.1,Q9JIH7
6ol2,2.7.11.1,Q9JIH7
4q2a,2.7.11.1,Q9JIH7
2lru,2.7.11.1,Q9JIH7
6cn9,2.7.11.1,Q9JIH7
5w7t,2.7.11.1,Q9JIH7
9d3f,2.7.11.1,Q9JIH7
5drb,2.7.11.1,Q9JIH7
1u5r,2.7.11.1,Q9JLS3
2gcd,2.7.11.1,Q9JLS3
1u5q,2.7.11.1,Q9JLS3
3rra,4.2.1.6,B2UCA8
3rr1,4.2.1.6,B2UCA8
6m2k,2.7.7.48;3.4.22.66;3.6.1.15,P27410
1khw,2.7.7.48;3.4.22.66;3.6.1.15,P27410
1khv,2.7.7.48;3.4.22.66;3.6.1.15,P27410
6m24,2.7.7.48;3.4.22.66;3.6.1.15,P27410
6m2j,2.7.7.48;3.4.22.66;3.6.1.15,P27410
9i3h,2.7.7.48;3.4.22.66;3.6.1.15,Q86119
9i3e,2.7.7.48;3.4.22.66;3.6.1.15,Q86119
9i9d,2.7.7.48;3.4.22.66;3.6.1.15,Q86119
8cyl,2.7.7.48;3.4.22.66;3.6.1.15,Q86119
9i8j,2.7.7.48;3.4.22.66;3.6.1.15,Q86119
9i90,2.7.7.48;3.4.22.66;3.6.1.15,Q86119
9i8r,2.7.7.48;3.4.22.66;3.6.1.15,Q86119
1hg3,5.3.1.1,P62003
7cmc,2.5.1.46,O50105
1wr8,3.1.3.18,O50129
1vdx,3.1.4.58,O57823
1vgj,3.1.4.58,O57823
1v34,2.7.7.-,O57934
1v33,2.7.7.-,O57934
5yfs,5.3.1.29,O57947
5yg5,5.3.1.29,O57947
5yfu,5.3.1.29,O57947
5yfw,5.3.1.29,O57947
5yg7,5.3.1.29,O57947
5yg6,5.3.1.29,O57947
5yga,5.3.1.29,O57947
5yfx,5.3.1.29,O57947
5yg9,5.3.1.29,O57947
5yfv,5.3.1.29,O57947
5yfj,5.3.1.29,O57947
5yg8,5.3.1.29,O57947
5yft,5.3.1.29,O57947
2zsu,2.5.1.16,O57950
2e5w,2.5.1.16,O57950
2cu0,1.1.1.205,O58045
2cz9,2.7.1.6,O58107
2dej,2.7.1.6,O58107
2dei,2.7.1.6,O58107
5k7x,6.3.4.4,O58187
2d7u,6.3.4.4,O58187
5gsl,3.2.1.-,O58247
2dbz,1.1.1.26,O58320
2dbr,1.1.1.26,O58320
2dbq,1.1.1.26,O58320
1iu8,3.4.19.3,O58321
9lyd,5.1.1.13,O58403
1iu9,5.1.1.13,O58403
1jfl,5.1.1.13,O58403
2dx7,5.1.1.13,O58403
2dxe,2.7.4.6,O58429
2dxd,2.7.4.6,O58429
2dy9,2.7.4.6,O58429
2dxf,2.7.4.6,O58429
2cwk,2.7.4.6,O58429
2dya,2.7.4.6,O58429
6a35,5.3.1.23,O58433
6a34,5.3.1.23,O58433
2cze,4.1.1.23,O58462
2czf,4.1.1.23,O58462
2cz5,4.1.1.23,O58462
2czd,4.1.1.23,O58462
1v30,2.3.2.-,O58558
2d69,4.1.1.39,O58677
2cxe,4.1.1.39,O58677
2cwx,4.1.1.39,O58677
1wzc,3.1.3.70,O58690
2zos,3.1.3.70,O58690
8z62,2.1.1.189,O58994
1wl8,6.3.5.2,O59071
2d7j,6.3.5.2,O59071
4fiq,4.3.3.6,O59080
4fir,4.3.3.6,O59080
4o8j,6.5.1.4,O59198
4o89,6.5.1.4,O59198
4r16,1.1.1.336,O59284
1u2x,2.7.1.146,O59355
3drw,2.7.1.146,O59355
6q3t,3.4.22.-;3.5.1.124,O59413
6hf6,3.4.22.-;3.5.1.124,O59413
6f2f,3.4.22.-;3.5.1.124,O59413
1g2i,3.4.22.-;3.5.1.124,O59413
6f2h,3.4.22.-;3.5.1.124,O59413
7qo8,3.4.22.-;3.5.1.124,O59413
2ekn,4.6.1.17,O59475
2czc,1.2.1.59,O59494
1v7r,3.6.1.66,O59580
2dvo,3.6.1.66,O59580
2e5x,3.6.1.66,O59580
2zti,3.6.1.66,O59580
2dvn,3.6.1.66,O59580
2dvp,3.6.1.66,O59580
2w4d,3.6.1.7,P84142
1v3z,3.6.1.7,P84142
3tnv,3.6.1.7,P84142
1w2i,3.6.1.7,P84142
1dq3,3.1.-.-,E7FHX6
1x12,3.4.19.3,O73944
1ioi,3.4.19.3,O73944
1z8t,3.4.19.3,O73944
1z8w,3.4.19.3,O73944
2eo8,3.4.19.3,O73944
1z8x,3.4.19.3,O73944
1x10,3.4.19.3,O73944
2df5,3.4.19.3,O73944
1iof,3.4.19.3,O73944
1gtm,1.4.1.3,P80319
1aj8,2.3.3.16,Q53554
2rfk,5.4.99.25,Q7LWY0
2ey4,5.4.99.25,Q7LWY0
3hjw,5.4.99.25,Q7LWY0
3hay,5.4.99.25,Q7LWY0
3hjy,5.4.99.25,Q7LWY0
3lwp,5.4.99.25,Q7LWY0
3lwo,5.4.99.25,Q7LWY0
3lwq,5.4.99.25,Q7LWY0
3lwr,5.4.99.25,Q7LWY0
3lwv,5.4.99.25,Q7LWY0
3mqk,5.4.99.25,Q7LWY0
2hvy,5.4.99.25,Q7LWY0
3hax,5.4.99.25,Q7LWY0
1jg1,2.1.1.77,Q8TZR3
1jg4,2.1.1.77,Q8TZR3
1jg3,2.1.1.77,Q8TZR3
1jg2,2.1.1.77,Q8TZR3
2dzt,4.2.1.20,Q8U094
2dzv,4.2.1.20,Q8U094
2dzw,4.2.1.20,Q8U094
2dzs,4.2.1.20,Q8U094
2dzp,4.2.1.20,Q8U094
2dzu,4.2.1.20,Q8U094
1geq,4.2.1.20,Q8U094
2dzx,4.2.1.20,Q8U094
1wdw,4.2.1.20,Q8U094
2e09,4.2.1.20,Q8U094
5e0k,4.2.1.20,Q8U094
8q70,5.4.99.12,Q8U2C1
1xg7,3.2.2.-;4.2.99.18,Q8U2D5
4pii,3.2.2.-;4.2.99.18,Q8U2D5
5aov,1.1.1.26,Q8U3Y2
2fyh,3.1.4.58,Q8U4Q3
1g71,2.7.7.-,Q9P9H1
3ivz,3.5.5.1,Q9UYV8
3iw3,3.5.5.1,Q9UYV8
3klc,3.5.5.1,Q9UYV8
3ki8,3.5.5.1,Q9UYV8
2vs1,2.1.1.35,Q9UZR7
2jjq,2.1.1.35,Q9UZR7
7oy7,3.2.2.-;4.2.99.18,Q9UZY0
7olb,3.2.2.-;4.2.99.18,Q9UZY0
7p9z,3.2.2.-;4.2.99.18,Q9UZY0
7p0w,3.2.2.-;4.2.99.18,Q9UZY0
7p8l,3.2.2.-;4.2.99.18,Q9UZY0
7oli,3.2.2.-;4.2.99.18,Q9UZY0
7oue,3.2.2.-;4.2.99.18,Q9UZY0
1zq1,6.3.5.-,Q9V0T9
2aus,5.4.99.25,Q9V1A5
9f28,2.7.7.-,Q9V292
9f26,2.7.7.-,Q9V292
5jyx,2.6.1.-,A3MSP1
5k0p,2.6.1.-,A3MSP1
7xih,2.5.1.16,A3MU81
7xig,2.5.1.16,A3MU81
7xii,2.5.1.16,A3MU81
7xif,2.5.1.16,A3MU81
2zyz,4.6.1.16,Q8ZVI1
1xqi,2.7.4.6,Q8ZWY4
1vcv,4.1.2.4,Q8ZXK7
1h5y,4.3.2.10,Q8ZY16
4o29,2.1.1.77,Q8ZYN0
5e9f,4.1.3.1;4.1.3.30,P0CT06
5e9g,4.1.3.1;4.1.3.30,P0CT06
1c41,2.5.1.78,Q9UVT8
6hsu,4.2.1.10,A1SZA3
6hsq,4.2.1.10,A1SZA3
6hsr,4.2.1.10,A1SZA3
6f9o,3.8.1.5,Q1QBB9
9evi,3.1.1.3,P41365
5a6v,3.1.1.3,P41365
1tcc,3.1.1.3,P41365
3icw,3.1.1.3,P41365
9fde,3.1.1.3,P41365
4zv7,3.1.1.3,P41365
1tcb,3.1.1.3,P41365
6j1t,3.1.1.3,P41365
6j1r,3.1.1.3,P41365
6tp8,3.1.1.3,P41365
1lbs,3.1.1.3,P41365
1tca,3.1.1.3,P41365
3w9b,3.1.1.3,P41365
6isr,3.1.1.3,P41365
4k5q,3.1.1.3,P41365
5gv5,3.1.1.3,P41365
4k6g,3.1.1.3,P41365
4k6h,3.1.1.3,P41365
6j1s,3.1.1.3,P41365
6j1p,3.1.1.3,P41365
6j1q,3.1.1.3,P41365
1lbt,3.1.1.3,P41365
5a71,3.1.1.3,P41365
4k6k,3.1.1.3,P41365
6isp,3.1.1.3,P41365
6isq,3.1.1.3,P41365
3icv,3.1.1.3,P41365
9d5y,4.2.1.84,Q7SID2
9d5v,4.2.1.84,Q7SID2
8i6n,4.2.1.84,Q7SID2
4ob3,4.2.1.84,Q7SID2
1ugp,4.2.1.84,Q7SID2
7sjz,4.2.1.84,Q7SID2
9d6j,4.2.1.84,Q7SID2
1ugs,4.2.1.84,Q7SID2
1ugq,4.2.1.84,Q7SID2
1ire,4.2.1.84,Q7SID2
9d6k,4.2.1.84,Q7SID2
1ugr,4.2.1.84,Q7SID2
4ob2,4.2.1.84,Q7SID2
9d5u,4.2.1.84,Q7SID2
7w8l,4.2.1.84,Q7SID2
9d6m,4.2.1.84,Q7SID2
9d65,4.2.1.84,Q7SID2
7w8m,4.2.1.84,Q7SID2
3vyh,4.2.1.84,Q7SID2
4ob1,4.2.1.84,Q7SID2
4ob0,4.2.1.84,Q7SID2
4bxs,3.4.21.6,Q56VR3
6eac,2.7.7.108,Q87VB1
1m7s,1.11.1.6,P46206
8qkw,2.4.1.10,A0A2V0R8Q9
8qj5,2.4.1.10,A0A2V0R8Q9
1nu5,5.5.1.7,P27099
1otf,5.3.2.6,P49172
1djp,3.5.1.38,P10182
4pga,3.5.1.38,P10182
1djo,3.5.1.38,P10182
3pga,3.5.1.38,P10182
1rqx,3.5.99.7,Q00740
1tz2,3.5.99.7,Q00740
1tzk,3.5.99.7,Q00740
1tzm,3.5.99.7,Q00740
1tyz,3.5.99.7,Q00740
1tzj,3.5.99.7,Q00740
8ih7,4.1.3.39,Q9KWS0
7bzv,1.2.1.32,Q9KWS5
3h8g,3.4.11.1;3.4.11.10,O86436
3h8e,3.4.11.1;3.4.11.10,O86436
3h8f,3.4.11.1;3.4.11.10,O86436
1mxs,4.1.2.14,P00885
2bp7,1.2.4.4,P09061
1qs0,1.2.4.4,P09061
1lvl,1.8.1.4,P09063
1zi6,3.1.1.45,P0A114
1ziy,3.1.1.45,P0A114
1zj4,3.1.1.45,P0A114
1zix,3.1.1.45,P0A114
1zj5,3.1.1.45,P0A114
1zi9,3.1.1.45,P0A114
4p92,3.1.1.45,P0A114
1zic,3.1.1.45,P0A114
1zi8,3.1.1.45,P0A114
1ggv,3.1.1.45,P0A114
1bqg,4.2.1.40,P42206
6fps,5.3.2.6,Q01468
6ghw,5.3.2.6,Q01468
4x1c,5.3.2.6,Q01468
